title,link
Fuel.CMS.filter.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57220
WordPress.Import.XML.And.RSS.Feeds.Plugin.Backdoor,https://www.fortiguard.com/encyclopedia/ips/57222
Ghost.CMS.Upload.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/57211
Gitea.Mirror.Repo.URL.Setting.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55678
MS.MSHTML.Platform.CVE-2023-35628.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57218
Palo.Alto.Networks.Expedition.CVE-2025-0107.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57196
Siglent.SDS.Devices.SCPI.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57186
Siglent.SDS1104X-E.SCPI.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/57177
Wavlink.AC3000.internet.cgi.custom_interface.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57182
Wavlink.AC3000.internet.cgi.dest.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57179
Wavlink.AC3000.internet.cgi.gateway.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57180
N/A,https://www.fortiguard.com/encyclopedia/ips/57181
N/A,https://www.fortiguard.com/encyclopedia/ips/57188
Wavlink.AC3000.internet.cgi.qos.cli_name.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57187
Wavlink.AC3000.internet.cgi.qos.en_enable.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57189
Wavlink.AC3000.login.cgi.restart_hour_value.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57190
D-Link.DAR-7000.Backup_Server_commit.php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56972
Hikvision.DS.CVE-2017-7921.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/57024
N/A,https://www.fortiguard.com/encyclopedia/ips/57011
N/A,https://www.fortiguard.com/encyclopedia/ips/57012
Nextu.Flata.AX1500.formStaticDHCP.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57009
WordPress.Plugin.PegaPoll.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56962
Artica.Pandora.FMS.ldap_admin_login.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56987
Cleo.File.Transfer.Software.Unrestricted.File.Upload,https://www.fortiguard.com/encyclopedia/ips/57006
WordPress.WP.Umbrella.umbrella-restore.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56985
WordPress.Widget.Options.latest-comments.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56993
Zabbix.api_jsonrpc.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56989
NETGEAR.R6250.ddns.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56975
MS.Windows.MSMQ.CVE-2024-49122.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56941
ProjectSend.CVE-2024-11680.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56950
SAP.BusinessObjects.Business.Intelligence.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56953
WordPress.Really.Simple.Security.2FA.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56952
Array.Networks.Array.AG.client_sec.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56942
D-Link.Routers.msp_info_htm.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56926
OpenNetAdmin.Window_Submit.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56922
Tenda.AC10.SetSysTimeCfg.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56929
Tenda.AC15.SetSysTimeCfg.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56930
D-Link.DNS.Zip.Path.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56906
D-Link.DNS.cgi_del_photo.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56911
D-Link.DNS.cgi_get_cooliris.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56912
D-Link.DNS.cgi_move_photo.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56913
D-Link.DNS.cgi_s3_modify.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56905
D-Link.DNS.cgi_set_cover.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56915
D-Link.DNS.myMusic.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56907
Palo.Alto.Networks.Expedition.CVE-2024-9463.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56904
D-Link.DNS.Webdav_Account_Info.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56900
D-Link.DNS.cgi_s3.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56901
D-Link.DNS.f_mount.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56896
D-Link.DNS.f_newly_dev.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56895
D-Link.DNS.f_source_dev.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56892
D-Link.DNS.module_enable_disable.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56898
FortiManager.fgfmsd.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56902
Palo.Alto.Networks.CVE-2024-0012.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56894
WordPress.WPLMS.envato-setup-export.php.Arbitrary.File.Access,https://www.fortiguard.com/encyclopedia/ips/56893
Comfast.XR11.mbox-config.iface.Parameter.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56612
Tenda.G3.Auth.usbPartitionName.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56868
Wavlink.AC3000.login.cgi.restart_min_value.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57194
Wavlink.AC3000.login.cgi.restart_week_value.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57195
Wavlink.AC3000.nas.cgi.ftp_port.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57198
Wavlink.AC3000.nas.ftp_max_sessions.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57199
Wavlink.Devices.nas.cgi.set_ftp_cfg.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57197
WordPress.Super.Backup.Clone.Plugin.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/57173
Interlink.PSG-5124.CVE-2023-29711.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57172
Wavlink.AC3000.nas.cgi.adddir.adddir_name.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57162
Wavlink.AC3000.nas.cgi.adddir.disk_part.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57161
Wavlink.AC3000.openvpn.cgi.open_port.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57165
Wavlink.AC3000.openvpn.cgi.sel_open_interface.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57164
Wavlink.Devices.openvpn.cgi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57163
H3C.GR-1200W.aspForm.ap_version_check.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57133
MS.Windows.RDP.CVE-2025-21309.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57059
Tenda.Devices.formQOSRuleDel.qosIndex.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57130
Tenda.O6.frommacFilterModify.mac.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57131
Aviatrix.Controller.cloud_type.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57110
Ivanti.Connect.Secure.CVE-2025-0282.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57117
WordPress.Plugin.Crypto.log_in.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/57113
WordPress.Share.Buttons.Plugin.CVE-2024-55982.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57115
N/A,https://www.fortiguard.com/encyclopedia/ips/56087
N/A,https://www.fortiguard.com/encyclopedia/ips/56104
N/A,https://www.fortiguard.com/encyclopedia/ips/56103
N/A,https://www.fortiguard.com/encyclopedia/ips/56079
N/A,https://www.fortiguard.com/encyclopedia/ips/56078
N/A,https://www.fortiguard.com/encyclopedia/ips/56059
N/A,https://www.fortiguard.com/encyclopedia/ips/56058
N/A,https://www.fortiguard.com/encyclopedia/ips/56061
N/A,https://www.fortiguard.com/encyclopedia/ips/56063
N/A,https://www.fortiguard.com/encyclopedia/ips/56077
ProLink.PRC2402M.Set_TR069.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56034
TOTOLINK.Devices.ssid.Parameter.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56050
Tenda.O3V2.SetStp.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56051
Thecus.4800Eco.Setmain.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56015
Rejetto.HFS.CVE-2024-23692.SSTI,https://www.fortiguard.com/encyclopedia/ips/56049
Elber.Multiple.Devices.json_data.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56025
Progress.Telerik.Report.Server.Register.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56035
Progress.Telerik.Report.Server.Report.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/56038
Tongda.Office.Anywhere.seal_manage.delete_seal.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56043
Tongda.Office.Anywhere.staff_reinstatement.delete.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56039
Palo.Alto.Networks.Expedition.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56728
ABB.Cylon.ASPECT.calendarFileDelete.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56711
Ivanti.Cloud.Service.Appliance.client.index.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56710
Nanometrics.Centaur.and.TitanSMA.zsl.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56707
Tenda.G3.umountUSBPartition.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56698
Foscam.C1.extract_param.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56687
Tenda.AX1803.SetIPTVCfg.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56570
Tenda.CH22.frmL7PlotForm.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56647
Tenda.G3.SetSysTimeCfg.manualTime.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56562
WordPress.The.Events.Calendar.order.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56691
Apache.HTTP.Server.mod_rewrite.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56685
SMTP.RCPT.TO.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56686
ABB.Cylon.ASPECT.NetworkDiagAjax.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56680
D-Link.DIR-820.ping_addr.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56681
CloudPanel.file-manager.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56645
N/A,https://www.fortiguard.com/encyclopedia/ips/56677
ABB.Cylon.ASPECT.bigUpload.php.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56669
ABB.Cylon.ASPECT.databaseFileDelete.php.Arbitrary.File.Deletion,https://www.fortiguard.com/encyclopedia/ips/56670
Chamilo.LMS.additional_webservices.php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56639
Synology.Calendar.X-Real-IP.Header.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56643
Adobe.Acrobat.CoolType.AFDKO.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/55946
FortiSIEM.API.element.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55953
Byzoro.Smart.S80.webmailattach.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55929
Agentejo.Cockpit.registerCriteriaFunction.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/55767
ArticleCMS.Upload.Image.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55733
D-Link.DIR-822.LoginPassword.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55903
D-Link.DIR-846.SetAutoUpgradeInfo.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55812
D-Link.DSR-250.DSR-1000.UPnP.Service.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55830
FreeRDP.CVE-2024-32459.Out-of-Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/55928
Freelancy.API.Files.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55781
IO-DATA.WFS-SR03.Pro_stor_canceltrans.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55911
TOTOLINK.LR350.cstecgi.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55927
Tenda.Devices.fromNatlimit.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55921
Viessmann.Vitogate.300.Hardcoded.Credentials.Access,https://www.fortiguard.com/encyclopedia/ips/55875
WordPress.Business.Directory.class-search.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55926
WordPress.Hotel.Booking.Plugin.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/55803
WordPress.Stop.Spammers.Plugin.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/55809
WWBN.AVideo.SystemRootPath.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55918
Cacti.cmd_realtime.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55907
Lantronix.PremierWave.2050.SslGenerate.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55468
PTZOptics.PT30X.post_network_other_com.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56825
WordPress.Automatic.Plugin.wp_automatic.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56820
Grafana.Labs.Grafana.SQL.Expressions.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56797
LevelOne.WBR-6012.Web.Application.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56805
Ruby.SAML.Library.DigestValue.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56799
mySCADA.myPRO.Hard-Coded.Credential.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56808
Riello.Netman.204.db_eventlog_w.cgi.type.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56785
Rittal.IoT.json.cgi.Predictable.Session.ID.Brute.Force,https://www.fortiguard.com/encyclopedia/ips/56786
